Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Dispute_Status_for_Publication,Name_of_Associated_Covered_Device_or_Medical_Supply1,Name_of_Associated_Covered_Drug_or_Biological1,Physician_Specialty,status
Stryker Corporation,No,MAXFACE,,Hospitals|General Acute Care Hospital|Critical Access,disallowed
Stryker Corporation,No,FURNITURE,,,disallowed
Stryker Corporation,No,HIPS,,Allopathic & Osteopathic Physicians|Anesthesiology|Critical Care Medicine,disallowed
Stryker Corporation,No,PATIENT CARE,,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Orthopaedic Surgery of the Spine,disallowed
Stryker Corporation,No,JOINT PRESERVATION,,Allopathic & Osteopathic Physicians|Neuromusculoskeletal Medicine & OMM,disallowed
Stryker Corporation,No,BONE SUBSTITUTES BIOLOGICS,,Allopathic & Osteopathic Physicians|Radiology|Neuroradiology,disallowed
Stryker Corporation,No,ORTHOBIOLOGICS,,Allopathic & Osteopathic Physicians|General Practice,disallowed
Stryker Corporation,No,MAXFACE,,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,disallowed
Stryker Corporation,No,New Product Development,,Other Service Providers|Specialist,disallowed
Stryker Corporation,No,KNEES,,Allopathic & Osteopathic Physicians|Anesthesiology,disallowed
Stryker Corporation,No,COMMUNICATIONS,,Allopathic & Osteopathic Physicians|Internal Medicine|Clinical Cardiac Electrophysiology,disallowed
Stryker Corporation,No,MEDPOR,,Allopathic & Osteopathic Physicians|Otolaryngology|Plastic Surgery within the Head & Neck,disallowed
Stryker Corporation,No,MAXFACE,,Dental Providers|Dentist|Oral and Maxillofacial Pathology,disallowed
Stryker Corporation,No,KNEES,,Allopathic & Osteopathic Physicians|Surgery|Surgical Oncology,disallowed
Stryker Corporation,No,New Product Development,,Allopathic & Osteopathic Physicians|Radiology|Diagnostic Radiology,disallowed
Stryker Corporation,No,MEDPOR,,Dental Providers|Dentist|Orthodontics and Dentofacial Orthopedics,disallowed
Stryker Corporation,No,TRAUMA & EXTREMITIES,,Dental Providers|Dentist|General Practice,disallowed
Stryker Corporation,No,MAXFACE,,Dental Providers|Dentist|Pediatric Dentistry,disallowed
Stryker Corporation,No,REPROCESSED SURGICAL DEVICES,,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,disallowed
Stryker Corporation,No,BONE SUBSTITUTES BIOLOGICS,,Allopathic & Osteopathic Physicians|Surgery,disallowed
Stryker Corporation,No,New Product Development,,Allopathic & Osteopathic Physicians|Radiology|Neuroradiology,disallowed
Stryker Corporation,No,ORTHOBIOLOGICS,,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,disallowed
Stryker Corporation,No,,,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Vascular Neurology,disallowed
Stryker Corporation,No,NEURO,,Allopathic & Osteopathic Physicians|Anesthesiology,disallowed
Stryker Corporation,No,INTERBODY DEVICE,,Allopathic & Osteopathic Physicians|Surgery|Surgical Oncology,disallowed
Stryker Corporation,No,TRAUMA & EXTREMITIES,,Allopathic & Osteopathic Physicians|Neurological Surgery,disallowed
Stryker Corporation,No,STENTS,,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,disallowed
Stryker Corporation,No,GENERAL REPROCESSING PROCEDURES AND BENEFITS,,Other Service Providers|Specialist,disallowed
Stryker Corporation,No,BIOMATERIALS,,Allopathic & Osteopathic Physicians|Urology,disallowed
Stryker Corporation,No,CERVICAL,,,disallowed
Stryker Corporation,Yes,BIOMATERIALS,,Allopathic & Osteopathic Physicians|Neurological Surgery,disallowed
Stryker Corporation,No,NAVIGATION,,Allopathic & Osteopathic Physicians|Anesthesiology|Pain Medicine,disallowed
Stryker Corporation,No,BIOMATERIALS,,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Orthopaedic Trauma,disallowed
Stryker Corporation,No,VISUALIZATION,,Allopathic & Osteopathic Physicians|Family Medicine,disallowed
Stryker Corporation,No,REPROCESSED VASCULAR DEVICES,,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,disallowed
Stryker Corporation,No,ORTHOBIOLOGICS,,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Obstetrics,disallowed
Stryker Corporation,No,ORTHOBIOLOGICS,,Allopathic & Osteopathic Physicians|Anesthesiology,disallowed
Stryker Corporation,No,THORACO-LUMBAR,,Dental Providers|Dentist|General Practice,disallowed
Stryker Corporation,No,NEW PRODUCT DEVELOPMENT,,,disallowed
Stryker Corporation,No,STRYKER PERFORMANCE SOLUTIONS,,Dental Providers|Dentist|Orthodontics and Dentofacial Orthopedics,disallowed
Stryker Corporation,No,TRAUMA & EXTREMITIES,,Allopathic & Osteopathic Physicians|Nuclear Medicine,disallowed
Stryker Corporation,No,REPROCESSED VASCULAR DEVICES,,Allopathic & Osteopathic Physicians|Internal Medicine|Clinical Cardiac Electrophysiology,disallowed
Stryker Corporation,No,NEURO,,Allopathic & Osteopathic Physicians|Emergency Medicine,disallowed
Stryker Corporation,No,COILS,,Allopathic & Osteopathic Physicians|Radiology|Diagnostic Neuroimaging,disallowed
Stryker Corporation,No,HIPS,,Allopathic & Osteopathic Physicians|Pediatrics,disallowed
Stryker Corporation,No,HIPS,,Podiatric Medicine & Surgery Service Providers|Podiatrist|Foot & Ankle Surgery,disallowed
Stryker Corporation,No,COILS,,Allopathic & Osteopathic Physicians|Radiology|Body Imaging,disallowed
Stryker Corporation,No,BONE SUBSTITUTES BIOLOGICS,,Allopathic & Osteopathic Physicians|Internal Medicine,disallowed
Stryker Corporation,No,ALLOGRAFTS,,Chiropractic Providers|Chiropractor,disallowed
Stryker Corporation,No,MEDPOR,,Allopathic & Osteopathic Physicians|Family Medicine,disallowed
Stryker Corporation,No,NAVIGATION,,Allopathic & Osteopathic Physicians|Surgery,disallowed
Stryker Corporation,No,BONE SUBSTITUTES BIOLOGICS,,Allopathic & Osteopathic Physicians|Radiology|Radiation Oncology,disallowed
Stryker Corporation,No,STENTRIEVERS,,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neuromuscular Medicine,disallowed
Stryker Corporation,No,KNEES,,Podiatric Medicine & Surgery Service Providers|Podiatrist,disallowed
Stryker Corporation,No,ACCESS PRODUCTS,,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,disallowed
Stryker Corporation,No,HIPS,,Hospitals|General Acute Care Hospital|Critical Access,disallowed
Stryker Corporation,No,BONE SUBSTITUTES BIOLOGICS,,,disallowed
Stryker Corporation,No,BONE CEMENT,,Allopathic & Osteopathic Physicians|Pain Medicine|Interventional Pain Medicine,disallowed
Stryker Corporation,No,MAXFACE,,Allopathic & Osteopathic Physicians|Otolaryngology|Pediatric Otolaryngology,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,TRADJENTA,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,Pradaxa,Allopathic & Osteopathic Physicians|General Practice,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,PRADAXA,Allopathic & Osteopathic Physicians|Thoracic Surgery (Cardiothoracic Vascular Surgery),disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,PRADAXA,Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,PRADAXA,Allopathic & Osteopathic Physicians|Internal Medicine|Medical Oncology,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,PRADAXA,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Clinical Neurophysiology,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,PRADAXA,Eye and Vision Services Providers|Optometrist,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,SPIRIVA,Allopathic & Osteopathic Physicians|Radiology|Diagnostic Radiology,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,TRADJENTA,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,AGGRENOX,Allopathic & Osteopathic Physicians|Anesthesiology,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,SPIRIVA,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,SPIRIVA,Allopathic & Osteopathic Physicians|Internal Medicine|Addiction Medicine,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,PRADAXA,Allopathic & Osteopathic Physicians|Surgery,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,TRADJENTA,Allopathic & Osteopathic Physicians|Allergy & Immunology,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,,Allopathic & Osteopathic Physicians|Allergy & Immunology,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,Pradaxa,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,AGGRENOX,Allopathic & Osteopathic Physicians|Family Medicine|Geriatric Medicine,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,PRADAXA,Allopathic & Osteopathic Physicians|Anesthesiology,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,COMBIVENT,Allopathic & Osteopathic Physicians|Internal Medicine,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,PRADAXA,"Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,PRADAXA,Allopathic & Osteopathic Physicians|Nuclear Medicine,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,PRADAXA,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,Pradaxa,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,PRADAXA,Allopathic & Osteopathic Physicians|Dermatology,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,COMBIVENT RESPIMAT,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,COMBIVENT RESPIMAT,Allopathic & Osteopathic Physicians|General Practice,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,SPIRIVA,Dental Providers|Dentist|Oral and Maxillofacial Surgery,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,,Allopathic & Osteopathic Physicians|Internal Medicine|Geriatric Medicine,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,PRADAXA,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,SPIRIVA,Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Cardiology,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,PRADAXA,Allopathic & Osteopathic Physicians|Internal Medicine|Infectious Disease,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,Pradaxa,Allopathic & Osteopathic Physicians|Preventive Medicine|Occupational Medicine,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,Pradaxa,Allopathic & Osteopathic Physicians|Surgery,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,AGGRENOX,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,GILOTRIF,Allopathic & Osteopathic Physicians|Family Medicine,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,SPIRIVA,Allopathic & Osteopathic Physicians|Anesthesiology,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,,Allopathic & Osteopathic Physicians|Anesthesiology,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,Spiriva,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,TRADJENTA,Allopathic & Osteopathic Physicians|Plastic Surgery,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,Tradjenta,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,,Dental Providers|Dentist|Oral and Maxillofacial Surgery,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,Pradaxa,Allopathic & Osteopathic Physicians|Anesthesiology,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,SPIRIVA,Allopathic & Osteopathic Physicians|Internal Medicine|Clinical Cardiac Electrophysiology,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,Pradaxa,Allopathic & Osteopathic Physicians|Dermatology,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,COMBIVENT RESPIMAT,"Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,GILOTRIF,Allopathic & Osteopathic Physicians|Thoracic Surgery (Cardiothoracic Vascular Surgery),disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,GILOTRIF,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,COMBIVENT RESPIMAT,Allopathic & Osteopathic Physicians|Internal Medicine|Geriatric Medicine,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,SPIRIVA,Allopathic & Osteopathic Physicians|Otolaryngology,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,Pradaxa,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,PRADAXA,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,AGGRENOX,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,TRADJENTA,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,GILOTRIF,Allopathic & Osteopathic Physicians|Surgery,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,Tradjenta,Allopathic & Osteopathic Physicians|Family Medicine,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,Aggrenox,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,Pradaxa,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,SPIRIVA,Allopathic & Osteopathic Physicians|Plastic Surgery,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,,Allopathic & Osteopathic Physicians|Internal Medicine|Hepatology,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,Pradaxa,Allopathic & Osteopathic Physicians|Pediatrics,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,SPIRIVA,Allopathic & Osteopathic Physicians|Allergy & Immunology|Allergy,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,GILOTRIF,Allopathic & Osteopathic Physicians|Pathology|Clinical Pathology,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,COMBIVENT RESPIMAT,Allopathic & Osteopathic Physicians|Emergency Medicine,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,COMBIVENT RESPIMAT,Allopathic & Osteopathic Physicians|Allergy & Immunology|Allergy,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,PRADAXA,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,PRADAXA,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,Pradaxa,"Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,Tradjenta,Allopathic & Osteopathic Physicians|Internal Medicine|Geriatric Medicine,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,JENTADUETO,Allopathic & Osteopathic Physicians|Pediatrics,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,SPIRIVA,Allopathic & Osteopathic Physicians|Preventive Medicine|Occupational Medicine,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,PRADAXA,Allopathic & Osteopathic Physicians|Otolaryngology,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,PRADAXA,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,,Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Pulmonology,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,,Allopathic & Osteopathic Physicians|Internal Medicine|Infectious Disease,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,PRADAXA,Dental Providers|Dentist|Oral and Maxillofacial Surgery,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,AGGRENOX,Dental Providers|Dentist|Oral and Maxillofacial Surgery,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,PRADAXA,Allopathic & Osteopathic Physicians|Pathology|Clinical Pathology,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,Aggrenox,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,Gilotrif,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,AGGRENOX,Allopathic & Osteopathic Physicians|Internal Medicine|Critical Care Medicine,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,GILOTRIF,"Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,Gilotrif,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,Pradaxa,Allopathic & Osteopathic Physicians|Physical Medicine & Rehabilitation,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,,Allopathic & Osteopathic Physicians|Allergy & Immunology|Allergy,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,TRADJENTA,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Vascular Neurology,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,Pradaxa,Allopathic & Osteopathic Physicians|Internal Medicine|Infectious Disease,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,TRADJENTA,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,Pradaxa,Allopathic & Osteopathic Physicians|Anesthesiology|Pain Medicine,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,Pradaxa,Allopathic & Osteopathic Physicians|Radiology|Diagnostic Radiology,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,PRADAXA,Allopathic & Osteopathic Physicians|Internal Medicine|Critical Care Medicine,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,Pradaxa,Allopathic & Osteopathic Physicians|Internal Medicine|Geriatric Medicine,disallowed
"Boehringer Ingelheim Pharmaceuticals, Inc.",No,,,,disallowed
