age,height,body_type,drinks,drugs,education,ethnicity,location,orientation,sex,sign,smokes,status,class,
38,73,average,rarely,never,graduated from college/university,"asian, white","alameda, california",straight,m,sagittarius and it&rsquo,s fun to think about,yes,single,non_stem
21,68,fit,socially,never,working on college/university,"hispanic / latin, white","san francisco, california",gay,m,aries and it&rsquo,s fun to think about,no,single,non_stem
57,66,a little extra,often,never,graduated from college/university,white,"pleasant hill, california",gay,m,cancer but it doesn&rsquo,t matter,no,single,non_stem
25,69,thin,socially,never,graduated from college/university,other,"oakland, california",bisexual,f,aries but it doesn&rsquo,t matter,no,single,non_stem
33,67,curvy,socially,never,college/university,pacific islander,"san bruno, california",bisexual,f,capricorn and it&rsquo,s fun to think about,no,single,non_stem
45,64,athletic,socially,never,graduated from masters program,white,"san francisco, california",straight,f,pisces and it&rsquo,s fun to think about,no,single,non_stem
25,72,average,socially,sometimes,graduated from college/university,white,"san francisco, california",straight,m,pisces and it&rsquo,s fun to think about,no,single,non_stem
23,62,average,socially,never,working on masters program,asian,"berkeley, california",straight,f,sagittarius and it&rsquo,s fun to think about,no,seeing someone,non_stem
31,69,a little extra,socially,never,two-year college,white,"san rafael, california",straight,m,taurus and it&rsquo,s fun to think about,no,single,non_stem
31,71,athletic,rarely,never,graduated from masters program,white,"san francisco, california",straight,m,libra but it doesn&rsquo,t matter,no,single,non_stem
47,70,average,rarely,never,dropped out of two-year college,other,"san bruno, california",straight,m,sagittarius,trying to quit,single,non_stem,
33,66,fit,often,sometimes,graduated from college/university,white,"oakland, california",gay,f,taurus,no,single,non_stem,
35,67,curvy,socially,never,working on college/university,white,"alameda, california",bisexual,f,taurus and it&rsquo,s fun to think about,no,single,non_stem
46,66,athletic,not at all,never,graduated from masters program,black,"emeryville, california",gay,f,virgo and it&rsquo,s fun to think about,no,single,non_stem
33,74,a little extra,socially,never,graduated from college/university,other,"san francisco, california",straight,m,leo and it&rsquo,s fun to think about,no,single,non_stem
31,72,average,socially,never,graduated from college/university,white,"berkeley, california",straight,m,aquarius but it doesn&rsquo,t matter,no,single,non_stem
35,67,athletic,socially,never,graduated from college/university,white,"san francisco, california",gay,m,gemini and it matters a lot,when drinking,single,non_stem,
62,64,curvy,socially,never,graduated from masters program,white,"green brae, california",straight,f,capricorn,no,single,non_stem,
24,73,average,socially,never,graduated from college/university,white,"san carlos, california",straight,m,libra but it doesn&rsquo,t matter,no,single,non_stem
24,61,average,socially,never,graduated from college/university,asian,"san francisco, california",gay,f,sagittarius and it&rsquo,s fun to think about,sometimes,seeing someone,non_stem
37,68,fit,often,sometimes,working on space camp,white,"san francisco, california",straight,m,sagittarius,no,single,non_stem,
44,71,athletic,socially,never,graduated from college/university,black,"berkeley, california",straight,m,aries,no,single,non_stem,
36,73,athletic,socially,never,graduated from college/university,white,"san francisco, california",straight,m,libra,no,single,non_stem,
60,65,curvy,socially,never,graduated from law school,white,"el granada, california",straight,f,libra but it doesn&rsquo,t matter,no,single,non_stem
33,66,fit,rarely,never,graduated from college/university,other,"san francisco, california",straight,m,scorpio and it&rsquo,s fun to think about,no,single,non_stem
26,70,athletic,socially,never,graduated from college/university,white,"san francisco, california",bisexual,m,aries and it matters a lot,no,seeing someone,non_stem,
39,71,fit,socially,never,graduated from law school,white,"oakland, california",straight,m,cancer but it doesn&rsquo,t matter,no,single,non_stem
33,66,curvy,rarely,never,graduated from college/university,asian,"daly city, california",straight,f,sagittarius but it doesn&rsquo,t matter,no,single,non_stem
34,67,full figured,often,never,graduated from college/university,other,"alameda, california",bisexual,f,leo and it&rsquo,s fun to think about,sometimes,single,non_stem
26,64,athletic,socially,never,working on college/university,"native american, white","alameda, california",straight,f,capricorn and it&rsquo,s fun to think about,when drinking,single,non_stem
37,66,average,socially,never,graduated from masters program,white,"san francisco, california",straight,f,capricorn but it doesn&rsquo,t matter,no,single,non_stem
25,69,average,socially,sometimes,graduated from college/university,white,"berkeley, california",gay,m,scorpio,sometimes,single,non_stem,
54,68,fit,socially,never,graduated from college/university,"hispanic / latin, other","oakland, california",straight,m,aries,no,single,non_stem,
28,68,average,socially,never,graduated from college/university,white,"san francisco, california",straight,f,gemini,no,single,non_stem,
28,63,average,often,never,graduated from law school,white,"san francisco, california",straight,f,aquarius but it doesn&rsquo,t matter,no,single,non_stem
26,72,average,often,sometimes,graduated from college/university,white,"san carlos, california",straight,m,aquarius,no,single,non_stem,
36,74,fit,socially,never,college/university,asian,"san francisco, california",gay,m,leo,trying to quit,single,non_stem,
25,72,fit,socially,sometimes,graduated from college/university,white,"san francisco, california",straight,m,leo and it&rsquo,s fun to think about,no,single,non_stem
28,67,curvy,socially,sometimes,graduated from college/university,white,"san francisco, california",straight,f,virgo and it&rsquo,s fun to think about,no,single,non_stem
27,72,fit,rarely,sometimes,graduated from space camp,white,"san francisco, california",straight,m,scorpio and it&rsquo,s fun to think about,no,single,non_stem
36,69,athletic,socially,never,graduated from masters program,white,"san francisco, california",straight,f,virgo and it&rsquo,s fun to think about,no,single,non_stem
50,68,fit,socially,never,graduated from two-year college,white,"berkeley, california",straight,f,capricorn and it&rsquo,s fun to think about,no,single,non_stem
25,71,average,socially,never,working on college/university,white,"benicia, california",straight,m,capricorn but it doesn&rsquo,t matter,no,single,non_stem
35,74,a little extra,often,never,graduated from college/university,"pacific islander, white","oakland, california",straight,m,gemini and it&rsquo,s fun to think about,trying to quit,single,non_stem
21,61,average,socially,never,graduated from college/university,asian,"berkeley, california",straight,f,cancer,no,single,non_stem,
28,64,thin,rarely,never,graduated from college/university,middle eastern,"emeryville, california",straight,m,scorpio,no,single,non_stem,
38,69,average,rarely,never,graduated from college/university,white,"san francisco, california",gay,m,sagittarius and it&rsquo,s fun to think about,no,single,non_stem
26,68,curvy,socially,sometimes,graduated from college/university,white,"san francisco, california",straight,f,gemini,sometimes,single,non_stem,
29,59,fit,socially,never,graduated from college/university,white,"san francisco, california",straight,f,capricorn but it doesn&rsquo,t matter,no,single,non_stem
40,78,fit,socially,never,graduated from college/university,white,"emeryville, california",gay,m,sagittarius and it&rsquo,s fun to think about,no,single,non_stem
27,65,fit,socially,never,graduated from college/university,white,"san francisco, california",straight,f,leo and it&rsquo,s fun to think about,no,single,non_stem
28,63,average,socially,never,graduated from college/university,white,"san francisco, california",straight,f,aries and it&rsquo,s fun to think about,no,single,non_stem
57,68,curvy,socially,never,college/university,black,"hercules, california",straight,f,scorpio,no,single,non_stem,
34,63,curvy,socially,never,graduated from college/university,white,"castro valley, california",straight,f,virgo but it doesn&rsquo,t matter,no,single,non_stem
37,69,athletic,socially,never,graduated from masters program,white,"san francisco, california",straight,m,virgo but it doesn&rsquo,t matter,no,single,non_stem
35,71,fit,socially,never,dropped out of college/university,white,"oakland, california",straight,m,cancer but it doesn&rsquo,t matter,when drinking,single,non_stem
30,68,average,socially,sometimes,graduated from college/university,hispanic / latin,"san francisco, california",straight,m,capricorn,sometimes,single,non_stem,
28,67,average,rarely,never,graduated from masters program,asian,"san francisco, california",gay,m,capricorn and it&rsquo,s fun to think about,no,single,non_stem
28,73,fit,socially,sometimes,graduated from college/university,white,"san francisco, california",straight,m,libra and it&rsquo,s fun to think about,no,single,non_stem
